prefix,completion,translation,score,type,particle_num,model_type,trial_id
What is the bottom middle square,What is the bottom middle square occupied by the blue ship?,(bottommiddle (coloredTiles Blue)),0,rollout,1,REGULAR,18
What is the bottom middle square,What is the bottom middle square occupied by the red ship?,(bottommiddle (coloredTiles Red)),0,rollout,1,REGULAR,18
What is the bottom middle square,What is the bottom middle square occupied by the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of,What is the bottom middle square of the blue ship?,(bottommiddle (coloredTiles Blue)),0,rollout,1,REGULAR,18
What is the bottom middle square of,What is the bottom middle square of the blue ship?,(bottommiddle (coloredTiles Blue)),0,rollout,1,REGULAR,18
What is the bottom middle square of,What is the bottom middle square of the blue ship?,(bottommiddle (coloredTiles Blue)),0,rollout,1,REGULAR,18
What is the bottom middle square of the,What is the bottom middle square of the red ship?,(bottommiddle (coloredTiles Red)),0,rollout,1,REGULAR,18
What is the bottom middle square of the,What is the bottom middle square of the red ship?,(bottommiddle (coloredTiles Red)),0,rollout,1,REGULAR,18
What is the bottom middle square of the,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the pur,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the pur,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the pur,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple ship,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple ship,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple ship,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple ship?,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,final,1,REGULAR,18
What is the bottom middle square of the purple ship?,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple ship?,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
What is the bottom middle square of the purple ship?,What is the bottom middle square of the purple ship?,(bottommiddle (coloredTiles Purple)),0,rollout,1,REGULAR,18
Is,Is the red ship touching the blue ship?,(touch Red Blue),0,rollout,2,COMBINED,17
Is,Is the red ship touching the purple ship?,(touch Red Purple),0,rollout,2,COMBINED,17
Is,Is there any hidden tiles?,(not (== (size Hidden) 0)),0,rollout,2,COMBINED,17
Is the,Is the blue ship touching the red ship?,(touch Blue Red),0,rollout,2,COMBINED,17
Is the,Is the red ship touching the blue ship?,(touch Red Blue),0,rollout,2,COMBINED,17
Is the,Is the blue ship touching the red ship?,(touch Blue Red),0,rollout,2,COMBINED,17
Is the pur,Is the purple ship on E or above E?,(or (== (topleft (coloredTiles Purple)) E) (> (topleft (coloredTiles Purple)) E)),0,rollout,2,COMBINED,17
Is the pur,Is the purple ship at 6-F?,(== (topleft (coloredTiles Purple)) 6-F),0,rollout,2,COMBINED,17
Is the pur,Is the purple ship touching the water?,(== (color (bottomright (coloredTiles Purple))) Water),0,rollout,2,COMBINED,17
Is the purple,Is the purple ship 3 blocks long?,(== (size Purple) 3),0.918296,rollout,2,COMBINED,17
Is the purple,Is the purple ship touching the red ship?,(touch Purple Red),0,rollout,2,COMBINED,17
Is the purple,Is the purple ship in the top left corner?,(== (topleft (coloredTiles Purple)) (topleft (coloredTiles Red))),0,rollout,2,COMBINED,17
Is the purple ship,Is the purple ship touching the edge of the board?,(or (== (topleft (coloredTiles Purple)) (0-0)) (== (bottomright (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship,Is the purple ship not touching the red ship?,(not (touch Purple Red)),0,rollout,2,COMBINED,17
Is the purple ship,Is the purple ship touching the blue ship?,(touch Purple Blue),0,rollout,2,COMBINED,17
Is the purple ship on,Is the purple ship on or below row 2?,(or (== (topleft (coloredTiles Purple)) 2-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on,Is the purple ship on the left?,(== (leftmost (coloredTiles Purple)) 1),0,rollout,2,COMBINED,17
Is the purple ship on,Is the purple ship on columns 1-5?,(and (<= 1 (topleft (coloredTiles Purple))) (>= 5 (bottomright (coloredTiles Purple)))),0,rollout,2,COMBINED,17
Is the purple ship on or,Is the purple ship on or next to the blue ship?,(or (touch Purple Blue) (nextto Purple Blue)),0,rollout,2,COMBINED,17
Is the purple ship on or,Is the purple ship on or beside the red ship?,(or (touch Purple Red) (touch Red Purple)),0,rollout,2,COMBINED,17
Is the purple ship on or,Is the purple ship on or to the left of the red ship?,(or (== (leftmost (coloredTiles Purple)) (leftmost (coloredTiles Red))) (< (leftmost (color,0,rollout,2,COMBINED,17
Is the purple ship on or below,Is the purple ship on or below row 3?,(or (== (topleft (coloredTiles Purple)) 3-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below,Is the purple ship on or below 3C?,(or (== (topleft (coloredTiles Purple)) 3-C) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below,Is the purple ship on or below row 6?,(or (== (topleft (coloredTiles Purple)) 6-1) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row,Is the purple ship on or below row 2?,(or (== (topleft (coloredTiles Purple)) 1-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row,Is the purple ship on or below row 3?,(or (== (topleft (coloredTiles Purple)) 3-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row,Is the purple ship on or below row 3?,(or (== (topleft (coloredTiles Purple)) 3-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row F,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) 1-F) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row F,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) 1-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row F,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) F-1) (>= (topleft (coloredTiles Purple)),0,rollout,2,COMBINED,17
Is the purple ship on or below row F?,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) 1-A) (>= (topleft (coloredTiles Purple,0,final,2,COMBINED,17
Is the purple ship on or below row F?,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) 1-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row F?,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) 1-A) (>= (topleft (coloredTiles Purple,0,rollout,2,COMBINED,17
Is the purple ship on or below row F?,Is the purple ship on or below row F?,(or (== (topleft (coloredTiles Purple)) F-1) (>= (topleft (coloredTiles Purple)),0,rollout,2,COMBINED,17
Wh,Which is the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,1,COMBINED,17
Wh,Which tile is at 5F?,(color 5-F),0,rollout,1,COMBINED,17
Wh,Which squares are occupied by ships?,(map (lambda x0 (coloredTiles x0)) (set AllColors)),0,rollout,1,COMBINED,17
What,What are the coordinates of the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,0,COMBINED,17
What,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,0,COMBINED,17
What,What is the bottommost square occupied by a ship?,(bottomright (coloredTiles (first (filter (lambda x0 (== (orient x0) V)) (set AllColors))))),0,rollout,0,COMBINED,17
What,What are the coordinates of the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,3,COMBINED,17
What,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,3,COMBINED,17
What,What is the bottommost square occupied by a ship?,(bottomright (coloredTiles (first (filter (lambda x0 (== (orient x0) V)) (set AllColors))))),0,rollout,3,COMBINED,17
What,What are the coordinates of the topmost row of the red ship?,(toprow (coloredTiles Red)),0,rollout,4,COMBINED,17
What,What are the coordinates of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,4,COMBINED,17
What,What is the bottommost square occupied by a ship?,(bottomright (coloredTiles (first (filter (lambda x0 (== (orient x0) V)) (set AllColors))))),0,rollout,4,COMBINED,17
What is,What is the highest coordinate of the ships?,(max (map (lambda x0 (bottomright (coloredTiles x0))) (set AllColors))),0,rollout,0,COMBINED,17
What is,What is the first tile of the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,0,COMBINED,17
What is,What is the top-leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,0,COMBINED,17
What is,What is the highest coordinate of the ships?,(max (map (lambda x0 (bottomright (coloredTiles x0))) (set AllColors))),0,rollout,3,COMBINED,17
What is,What is the first tile of the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,3,COMBINED,17
What is,What is the top-leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,3,COMBINED,17
What is,What is the highest coordinate of the ships?,(max (map (lambda x0 (bottomright (coloredTiles x0))) (set AllColors))),0,rollout,4,COMBINED,17
What is,What is the first tile of the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,4,COMBINED,17
What is,What is the top-leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),1,rollout,4,COMBINED,17
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,0,COMBINED,17
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,0,COMBINED,17
What is the,What is the bottom-right corner of the blue ship?,(bottomright (coloredTiles Blue)),1,rollout,0,COMBINED,17
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,3,COMBINED,17
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,3,COMBINED,17
What is the,What is the bottom-right corner of the blue ship?,(bottomright (coloredTiles Blue)),1,rollout,3,COMBINED,17
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,4,COMBINED,17
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,4,COMBINED,17
What is the,What is the bottom-right corner of the blue ship?,(bottomright (coloredTiles Blue)),1,rollout,4,COMBINED,17
What is the top,What is the topmost square occupied by a ship?,(topmost (map (lambda x0 (coloredTiles x0)) (set AllColors))),0,rollout,0,COMBINED,17
What is the top,What is the topmost row occupied by ships?,(++ (map (lambda x0 (topleft (coloredTiles x0))) (set AllColors))),0,rollout,0,COMBINED,17
What is the top,What is the top leftmost tile occupied by the red ship?,(topleft (coloredTiles Red)),1.921928,rollout,0,COMBINED,17
What is the top,What is the topmost square occupied by a ship?,(topmost (map (lambda x0 (coloredTiles x0)) (set AllColors))),0,rollout,3,COMBINED,17
What is the top,What is the topmost row occupied by ships?,(++ (map (lambda x0 (topleft (coloredTiles x0))) (set AllColors))),0,rollout,3,COMBINED,17
